iter	Passed	Remaining
400	17856	26673
401	17885	26605
402	17919	26546
403	17947	26477
404	17975	26408
405	18010	26350
406	18061	26315
407	18103	26267
408	18180	26270
409	18216	26213
410	18259	26166
411	18277	26085
412	18309	26023
413	18339	25958
414	18380	25909
415	18405	25839
416	18428	25764
417	18464	25708
418	18495	25646
419	18518	25573
420	18551	25514
421	18598	25474
422	18617	25396
423	18633	25313
424	18647	25228
425	18692	25186
426	18707	25103
427	18726	25026
428	18746	24952
429	18768	24878
430	18798	24817
431	18815	24738
432	18830	24658
433	18867	24606
434	18898	24546
435	18942	24504
436	18968	24437
437	19006	24387
438	19029	24318
439	19049	24244
440	19080	24185
441	19107	24122
442	19141	24066
443	19175	24012
444	19201	23947
445	19235	23893
446	19262	23830
447	19303	23784
448	19338	23731
449	19364	23667
450	19397	23612
451	19431	23558
452	19472	23513
453	19487	23436
454	19501	23358
455	19523	23291
456	19558	23239
457	19642	23245
458	19703	23223
459	19726	23157
460	19744	23085
461	19778	23032
462	19816	22984
463	19848	22928
464	19879	22871
465	19905	22810
466	19954	22775
467	19994	22728
468	20026	22674
469	20064	22626
470	20092	22567
471	20128	22516
472	20169	22472
473	20201	22418
474	20227	22356
475	20277	22322
476	20305	22263
477	20343	22216
478	20369	22155
479	20402	22102
480	20436	22051
481	20468	21997
482	20483	21925
483	20498	21854
484	20516	21785
485	20533	21716
486	20549	21646
487	20563	21574
488	20579	21505
489	20595	21436
490	20615	21370
491	20685	21357
492	20792	21383
493	20888	21395
494	20995	21420
495	21031	21371
496	21111	21366
497	21175	21345
498	21227	21312
499	21269	21269
500	21314	21229
501	21355	21185
502	21392	21137
503	21434	21093
504	21474	21049
505	21519	21009
506	21576	20981
507	21610	20929
508	21640	20874
509	21671	20821
510	21703	20768
511	21739	20720
512	21769	20665
513	21799	20612
514	21910	20633
515	22027	20661
516	22141	20685
517	22245	20699
518	22350	20713
519	22453	20725
520	22537	20721
521	22643	20734
522	22732	20732
523	22760	20675
524	22804	20632
525	22832	20574
526	22868	20524
527	22904	20475
528	22926	20413
529	22960	20360
530	23001	20316
531	23038	20266
532	23070	20213
533	23112	20169
534	23159	20128
535	23203	20086
536	23231	20030
537	23271	19983
538	23302	19930
539	23357	19896
540	23393	19847
541	23423	19793
542	23464	19747
543	23485	19686
544	23511	19628
545	23539	19573
546	23553	19505
547	23573	19443
548	23604	19391
549	23632	19335
550	23656	19277
551	23685	19223
552	23717	19171
553	23750	19120
554	23781	19068
555	23819	19021
556	23855	18972
557	23878	18914
558	23911	18863
559	23941	18811
560	23973	18760
561	24007	18710
562	24029	18652
563	24052	18593
564	24094	18550
565	24184	18544
566	24256	18523
567	24291	18474
568	24321	18423
569	24350	18369
570	24379	18316
571	24407	18262
572	24434	18208
573	24474	18163
574	24510	18116
575	24545	18068
576	24576	18017
577	24598	17959
578	24625	17905
579	24670	17864
580	24702	17814
581	24737	17766
582	24769	17716
583	24797	17664
584	24841	17622
585	24887	17582
586	24921	17534
587	24959	17488
588	24986	17435
589	25018	17386
590	25066	17347
591	25120	17313
592	25154	17264
593	25174	17206
594	25187	17144
595	25200	17082
596	25214	17020
597	25226	16958
598	25239	16896
599	25253	16835
600	25266	16774
601	25282	16714
602	25295	16653
603	25307	16592
604	25320	16531
605	25334	16471
606	25346	16410
607	25359	16350
608	25372	16289
609	25387	16231
610	25402	16172
611	25421	16116
612	25434	16057
613	25448	15998
614	25468	15943
615	25483	15885
616	25497	15827
617	25510	15768
618	25521	15708
619	25535	15650
620	25548	15592
621	25560	15533
622	25576	15477
623	25591	15420
624	25606	15363
625	25622	15308
626	25635	15250
627	25648	15192
628	25661	15135
629	25674	15078
630	25686	15021
631	25699	14964
632	25711	14907
633	25724	14850
634	25737	14794
635	25751	14738
636	25765	14682
637	25779	14627
638	25793	14571
639	25806	14516
640	25819	14460
641	25833	14405
642	25847	14350
643	25860	14295
644	25873	14240
645	25886	14185
646	25899	14130
647	25913	14076
648	25928	14023
649	25941	13968
650	25955	13914
651	25968	13860
652	25981	13806
653	25995	13752
654	26008	13699
655	26021	13645
656	26035	13592
657	26049	13539
658	26062	13486
659	26076	13433
660	26089	13380
661	26102	13327
662	26116	13274
663	26129	13222
664	26142	13169
665	26154	13116
666	26168	13064
667	26183	13013
668	26198	12962
669	26212	12910
670	26226	12859
671	26239	12807
672	26252	12755
673	26267	12704
674	26284	12655
675	26305	12608
676	26327	12560
677	26340	12509
678	26353	12458
679	26366	12407
680	26379	12356
681	26392	12306
682	26405	12255
683	26418	12205
684	26431	12154
685	26445	12104
686	26458	12054
687	26470	12004
688	26483	11953
689	26496	11904
690	26509	11854
691	26523	11805
692	26535	11755
693	26548	11705
694	26562	11656
695	26576	11608
696	26589	11559
697	26602	11509
698	26615	11461
699	26628	11412
700	26641	11363
701	26654	11314
702	26667	11266
703	26680	11218
704	26693	11169
705	26705	11121
706	26720	11073
707	26732	11025
708	26745	10977
709	26758	10929
710	26771	10881
711	26784	10834
712	26797	10786
713	26810	10739
714	26824	10692
715	26837	10645
716	26850	10598
717	26864	10551
718	26877	10504
719	26890	10457
720	26902	10410
721	26915	10363
722	26928	10317
723	26942	10270
724	26954	10224
725	26968	10178
726	26980	10131
727	26995	10086
728	27009	10040
729	27022	9994
730	27035	9948
731	27049	9903
732	27064	9858
733	27077	9812
734	27091	9767
735	27104	9722
736	27118	9677
737	27132	9632
738	27145	9587
739	27159	9542
740	27171	9497
741	27184	9452
742	27197	9407
743	27211	9363
744	27225	9318
745	27240	9274
746	27254	9230
747	27268	9186
748	27281	9142
749	27298	9099
750	27312	9055
751	27327	9012
752	27340	8968
753	27355	8924
754	27368	8881
755	27381	8837
756	27394	8793
757	27408	8750
758	27421	8706
759	27434	8663
760	27446	8619
761	27460	8576
762	27473	8533
763	27485	8490
764	27499	8447
765	27512	8404
766	27525	8361
767	27539	8319
768	27553	8276
769	27567	8234
770	27581	8192
771	27596	8150
772	27609	8107
773	27623	8065
774	27636	8023
775	27649	7981
776	27663	7939
777	27678	7897
778	27692	7856
779	27707	7814
780	27721	7773
781	27736	7732
782	27751	7691
783	27766	7649
784	27780	7608
785	27792	7567
786	27806	7525
787	27819	7484
788	27833	7443
789	27846	7402
790	27859	7361
791	27873	7320
792	27886	7279
793	27899	7238
794	27910	7197
795	27924	7156
796	27937	7115
797	27950	7075
798	27963	7034
799	27976	6994
800	27989	6953
801	28002	6913
802	28015	6873
803	28029	6833
804	28041	6792
805	28055	6752
806	28071	6713
807	28084	6673
808	28097	6633
809	28110	6593
810	28125	6554
811	28138	6514
812	28150	6474
813	28163	6435
814	28176	6395
815	28189	6356
816	28202	6317
817	28215	6277
818	28228	6238
819	28239	6199
820	28252	6159
821	28265	6120
822	28278	6081
823	28296	6043
824	28311	6005
825	28324	5966
826	28337	5927
827	28351	5889
828	28364	5850
829	28377	5812
830	28390	5773
831	28405	5735
832	28418	5697
833	28432	5659
834	28445	5621
835	28459	5583
836	28473	5544
837	28486	5506
838	28500	5469
839	28514	5431
840	28527	5393
841	28541	5355
842	28555	5318
843	28568	5280
844	28582	5242
845	28595	5205
846	28609	5167
847	28625	5130
848	28638	5093
849	28652	5056
850	28666	5019
851	28679	4981
852	28694	4945
853	28707	4907
854	28720	4870
855	28733	4833
856	28747	4796
857	28760	4759
858	28774	4723
859	28787	4686
860	28802	4649
861	28815	4613
862	28829	4576
863	28845	4540
864	28859	4504
865	28873	4467
866	28886	4431
867	28900	4395
868	28913	4358
869	28926	4322
870	28940	4286
871	28953	4250
872	28966	4213
873	28980	4177
874	28993	4141
875	29006	4105
876	29021	4070
877	29033	4034
878	29047	3998
879	29061	3962
880	29075	3927
881	29089	3891
882	29102	3856
883	29116	3820
884	29131	3785
885	29144	3749
886	29157	3714
887	29170	3679
888	29183	3643
889	29197	3608
890	29211	3573
891	29224	3538
892	29239	3503
893	29253	3468
894	29268	3433
895	29280	3398
896	29293	3363
897	29308	3329
898	29322	3294
899	29338	3259
900	29353	3225
901	29368	3190
902	29384	3156
903	29397	3121
904	29412	3087
905	29426	3053
906	29439	3018
907	29452	2984
908	29466	2949
909	29481	2915
910	29495	2881
911	29510	2847
912	29523	2813
913	29538	2779
914	29553	2745
915	29567	2711
916	29581	2677
917	29595	2643
918	29608	2609
919	29621	2575
920	29634	2541
921	29647	2508
922	29660	2474
923	29674	2440
924	29688	2407
925	29705	2373
926	29720	2340
927	29734	2307
928	29748	2273
929	29762	2240
930	29778	2207
931	29792	2173
932	29805	2140
933	29819	2107
934	29834	2074
935	29849	2040
936	29861	2007
937	29875	1974
938	29889	1941
939	29905	1908
940	29917	1875
941	29932	1842
942	29946	1810
943	29961	1777
944	29974	1744
945	29988	1711
946	30003	1679
947	30020	1646
948	30037	1614
949	30052	1581
950	30071	1549
951	30089	1517
952	30107	1484
953	30130	1452
954	30147	1420
955	30165	1388
956	30181	1356
957	30201	1324
958	30219	1291
959	30238	1259
960	30256	1227
961	30270	1195
962	30285	1163
963	30302	1131
964	30320	1099
965	30335	1067
966	30353	1035
967	30369	1003
968	30382	972
969	30401	940
970	30417	908
971	30436	876
972	30455	845
973	30472	813
974	30486	781
975	30503	750
976	30520	718
977	30540	687
978	30559	655
979	30581	624
980	30604	592
981	30630	561
982	30652	530
983	30672	498
984	30687	467
985	30707	436
986	30726	404
987	30741	373
988	30758	342
989	30776	310
990	30791	279
991	30804	248
992	30824	217
993	30838	186
994	30856	155
995	30873	123
996	30890	92
997	30905	61
998	30927	30
999	30946	0

933	127743	9026
934	127821	8885
935	127873	8743
936	127929	8601
937	127990	8459
938	128024	8316
939	128079	8175
940	128145	8034
941	128211	7894
942	128274	7753
943	128319	7612
944	128368	7471
945	128420	7330
946	128464	7189
947	128508	7049
948	128546	6908
949	128587	6767
950	128643	6628
951	128681	6488
952	128716	6348
953	128753	6208
954	128788	6068
955	128814	5928
956	128864	5790
957	128901	5651
958	128935	5512
959	128983	5374
960	129059	5237
961	129115	5100
962	129175	4963
963	129217	4825
964	129299	4689
965	129351	4552
966	129416	4416
967	129461	4279
968	129491	4142
969	129538	4006
970	129568	3869
971	129610	3733
972	129639	3597
973	129664	3461
974	129712	3325
975	129734	3190
976	129790	3055
977	129814	2920
978	129855	2785
979	129905	2651
980	129959	2517
981	129995	2382
982	130026	2248
983	130087	2115
984	130211	1982
985	130285	1849
986	130372	1717
987	130496	1584
988	130559	1452
989	130652	1319
990	130716	1187
991	130769	1054
992	130820	922
993	130870	789
994	130923	657
995	130974	526
996	131023	394
997	131072	262
998	131140	131
999	131191	0
